Cidade;Latitude;Longitude
FEIRA DA MATA;-14,210565;-44,283464
FEIRA DE SANTANA;-12,229284;-38,960033
FILADÉLFIA;-10,738464;-40,137827
FIRMINO ALVES;-14,984935;-39,921442
FLORESTA AZUL;-14,862798;-39,656524
FORMOSA DO RIO PRETO;-11,047032;-45,190991
GANDU;-13,743781;-39,486324
GAVIÃO;-11,470895;-39,786113
GENTIO DO OURO;-11,427531;-42,504742
GLÓRIA;-9,340173;-38,259273
GONGOGI;-14,323713;-39,46724
GOVERNADOR MANGABEIRA;-12,601554;-39,034024
GUAJERU;-14,546962;-41,937148
GUANAMBI;-14,225315;-42,778562
GUARATINGA;-16,581216;-39,781284
HELIÓPOLIS;-10,675299;-38,280233
IAÇU;-12,769138;-40,213365
IBIASSUCÊ;-14,276703;-42,255774
IBICARAÍ;-14,865763;-39,591541
IBICOARA;-13,426327;-41,272066
IBICUÍ;-14,84309;-39,989832
IBIPEBA;-11,637526;-42,011248
IBIPITANGA;-12,879106;-42,491229
IBIQUERA;-12,649929;-40,935421
IBIRAPITANGA;-14,165032;-39,374467
IBIRAPUÃ;-17,684197;-40,106309
IBIRATAIA;-14,067269;-39,640919
IBITIARA;-12,645514;-42,213294
IBITITÁ;-11,552771;-41,975152
IBOTIRAMA;-12,184014;-43,218696
ICHU;-11,75525;-39,188716
IGAPORÃ;-13,767976;-42,71788
IGRAPIÚNA;-13,820402;-39,140081
IGUAÍ;-14,757963;-40,097513
ILHÉUS;-14,79332;-39,043184
INHAMBUPE;-11,789127;-38,354019
IPECAETÁ;-12,314199;-39,306026
IPIAÚ;-14,137474;-39,735654
IPIRÁ;-12,160287;-39,740708
IPUPIARA;-11,828827;-42,610689
IRAJUBA;-13,25661;-40,083852
IRAMAIA;-13,293651;-40,969582
IRAQUARA;-12,243501;-41,617959
IRARÁ;-12,033704;-38,771651
IRECÊ;-11,30338;-41,85886
ITABELA;-16,575836;-39,553238
ITABERABA;-12,532254;-40,306995
ITABUNA;-14,78904;-39,273109
ITACARÉ;-14,278249;-38,994842
ITAETÉ;-12,982034;-40,963419
ITAGI;-14,161794;-40,013625
ITAGIBÁ;-14,286514;-39,848516
ITAGIMIRIM;-16,088143;-39,615192
ITAGUAÇU DA BAHIA;-11,008722;-42,401157
ITAJU DO COLÔNIA;-15,140194;-39,724725
ITAJUÍPE;-14,678019;-39,381788
ITAMARAJU;-17,042338;-39,53304
ITAMARI;-13,774837;-39,676348
ITAMBÉ;-15,248019;-40,624042
ITANAGRA;-12,268163;-38,038181
ITANHÉM;-17,166333;-40,327049
ITAPARICA;-12,881489;-38,68403
ITAPÉ;-14,894808;-39,429963
ITAPEBI;-15,972167;-39,528541
ITAPETINGA;-15,246167;-40,247381
ITAPICURU;-11,310953;-38,218612
ITAPITANGA;-14,421195;-39,566362
ITAQUARA;-13,446409;-39,938244
ITARANTIM;-15,65783;-40,061545
ITATIM;-12,709247;-39,703775
ITIRUÇU;-13,532399;-40,146172
ITIÚBA;-10,691901;-39,853277
ITORORÓ;-15,119037;-40,071703
ITUAÇU;-13,807407;-41,310982
ITUBERÁ;-13,736157;-39,149042
IUIÚ;-14,412146;-43,556403
JABORANDI;-13,625934;-44,46597
JACARACI;-14,849191;-42,430609
JACOBINA;-11,185062;-40,513018
JAGUAQUARA;-13,530699;-39,970255
JAGUARARI;-10,262854;-40,193611
JAGUARIPE;-13,115064;-38,891419
JANDAÍRA;-11,565748;-37,786868
JEQUIÉ;-13,855664;-40,088607
JEREMOABO;-10,062242;-38,351819
JIQUIRIÇÁ;-13,252306;-39,576502
JITAÚNA;-14,017429;-39,889632
JOÃO DOURADO;-11,346405;-41,659989
JUAZEIRO;-9,410717;-40,503552
JUCURUÇU;-16,844516;-40,158813
JUSSARA;-11,054555;-41,979732
JUSSARI;-15,190456;-39,49494
JUSSIAPE;-13,51295;-41,590142
LAFAIETE COUTINHO;-13,652999;-40,210606
LAGOA REAL;-14,030029;-42,145712
LAJE;-13,179649;-39,427552
LAJEDÃO;-17,612131;-40,345847
LAJEDINHO;-12,360374;-40,90371
LAJEDO DO TABOCAL;-13,47252;-40,22523
LAMARÃO;-11,791578;-38,89298
LAPÃO;-11,380139;-41,831909
LAURO DE FREITAS;-12,896718;-38,323462
LENÇÓIS;-12,564063;-41,394031
LICÍNIO DE ALMEIDA;-14,675866;-42,502684
LIVRAMENTO DE NOSSA SENHORA;-13,649501;-41,840387
LUÍS EDUARDO MAGALHÃES;-12,078372;-45,800464
MACAJUBA;-12,141393;-40,36518
MACARANI;-15,567316;-40,422044
MACAÚBAS;-13,023672;-42,694666
MACURURÉ;-9,174706;-39,059515
MADRE DE DEUS;-12,740313;-38,602769
MAETINGA;-14,661266;-41,483657
MAIQUINIQUE;-15,619772;-40,260515
MAIRI;-11,711111;-40,149783
MALHADA;-14,340383;-43,77162
MALHADA DE PEDRAS;-14,377945;-41,878698
MANOEL VITORINO;-14,145932;-40,242016
MANSIDÃO;-10,715829;-44,036485
MARACÁS;-13,437674;-40,431288
MARAGOGIPE;-12,77512;-38,918881
MARAÚ;-14,105531;-39,024952
MARCIONÍLIO SOUZA;-13,00351;-40,53453
MASCOTE;-15,565988;-39,3024
MATA DE SÃO JOÃO;-12,529971;-38,297299
MATINA;-13,912636;-42,842932
MEDEIROS NETO;-17,370409;-40,220174
MIGUEL CALMON;-11,428344;-40,59607
MILAGRES;-12,870575;-39,859127
MIRANGABA;-10,956117;-40,574793
MIRANTE;-14,239818;-40,773567
MONTE SANTO;-10,440158;-39,332706
MORPARÁ;-11,558043;-43,277913
MORRO DO CHAPÉU;-11,550126;-41,159097
MORTUGABA;-15,016407;-42,380449
MUCUGÊ;-13,003894;-41,373213
MUCURI;-18,08854;-39,547546
MULUNGU DO MORRO;-11,96722;-41,6438
MUNDO NOVO;-11,864723;-40,471498
MUNIZ FERREIRA;-12,997304;-39,112982
MUQUÉM DE SÃO FRANCISCO;-12,068261;-43,55186
MURITIBA;-12,623372;-38,988689
MUTUÍPE;-13,229373;-39,504164
NAZARÉ;-13,035148;-39,010623
NILO PEÇANHA;-13,604494;-39,112986
NORDESTINA;-10,832054;-39,429131
NOVA CANAÃ;-14,793598;-40,145175
NOVA FÁTIMA;-11,608398;-39,632217
NOVA IBIÁ;-13,809907;-39,625686
NOVA ITARANA;-13,03305;-40,06925
NOVA REDENÇÃO;-12,818868;-41,06886
NOVA SOURE;-11,238008;-38,484614
NOVA VIÇOSA;-17,893392;-39,372012
NOVO HORIZONTE;-12,801997;-42,167788
NOVO TRIUNFO;-10,342018;-38,415581
OLINDINA;-11,358306;-38,33108
OLIVEIRA DOS BREJINHOS;-12,320589;-42,89702
OURIÇANGAS;-12,006852;-38,628417
OUROLÂNDIA;-10,964618;-41,081812
PALMAS DE MONTE ALTO;-14,257351;-43,170512
PALMEIRAS;-12,510071;-41,577337
PARAMIRIM;-13,442427;-42,240649
PARATINGA;-12,690697;-43,182025
PARIPIRANGA;-10,675992;-37,870448
PAU BRASIL;-15,463619;-39,648782
PAULO AFONSO;-9,403332;-38,218329
PÉ DE SERRA;-11,831179;-39,609425
PEDRÃO;-12,143587;-38,649001
PEDRO ALEXANDRE;-10,010072;-37,899262
PIATÃ;-13,164457;-41,770623
PILÃO ARCADO;-9,997771;-42,484757
PINDAÍ;-14,489988;-42,687033
PINDOBAÇU;-10,734207;-40,357159
PINTADAS;-11,808037;-39,908239
PIRAÍ DO NORTE;-13,761225;-39,374522
PIRIPÁ;-14,946871;-41,724866
PIRITIBA;-11,737234;-40,551328
PLANALTINO;-13,256609;-40,368397
PLANALTO;-14,67017;-40,48464
POÇÕES;-14,522325;-40,365127
POJUCA;-12,429263;-38,327167
PONTO NOVO;-10,867148;-40,135393
PORTO SEGURO;-16,449056;-39,062114
POTIRAGUÁ;-15,592456;-39,87566
PRADO;-17,329564;-39,229238
PRESIDENTE DUTRA;-11,296504;-41,990931
PRESIDENTE JÂNIO QUADROS;-14,685395;-41,682443
PRESIDENTE TANCREDO NEVES;-13,470842;-39,42406
QUEIMADAS;-10,976391;-39,626407
QUIJINGUE;-10,751672;-39,206609
QUIXABEIRA;-11,408685;-40,121497
RAFAEL JAMBEIRO;-12,407417;-39,500636
REMANSO;-9,623907;-42,079668
RETIROLÂNDIA;-11,489667;-39,424178
RIACHÃO DAS NEVES;-11,746248;-44,91647
RIACHÃO DO JACUÍPE;-11,805979;-39,383035
RIACHO DE SANTANA;-13,606588;-42,938347
RIBEIRA DO AMPARO;-11,039158;-38,430554
RIBEIRA DO POMBAL;-10,836278;-38,536099
RIBEIRÃO DO LARGO;-15,46406;-40,74386
RIO DE CONTAS;-13,588608;-41,818791
RIO DO ANTÔNIO;-14,40851;-42,075055
RIO DO PIRES;-13,118663;-42,287878
RIO REAL;-11,484935;-37,933578
RODELAS;-8,844997;-38,772309
RUY BARBOSA;-12,289317;-40,500371
SALINAS DA MARGARIDA;-12,877997;-38,757944
SALVADOR;-13,014772;-38,488061
SANTA BÁRBARA;-11,956903;-38,966139
SANTA BRÍGIDA;-9,731891;-38,127818
SANTA CRUZ CABRÁLIA;-16,338097;-39,013183
SANTA CRUZ DA VITÓRIA;-14,960078;-39,811836
SANTA INÊS;-13,298687;-39,827605
SANTALUZ;-11,25336;-39,377378
SANTA LUZIA;-15,432788;-39,332493
SANTA MARIA DA VITÓRIA;-13,393545;-44,198309
SANTANA;-12,980751;-44,053258
SANTANÓPOLIS;-12,028407;-38,867162
SANTA RITA DE CÁSSIA;-11,008045;-44,51905
SANTA TERESINHA;-12,772852;-39,52114
SANTO AMARO;-12,54914;-38,709031
SANTO ANTÔNIO DE JESUS;-12,968008;-39,261131
SANTO ESTÊVÃO;-12,428893;-39,25319
SÃO DESIDÉRIO;-12,360895;-44,974096
SÃO DOMINGOS;-11,463466;-39,526265
SÃO FÉLIX;-12,605713;-38,968719
SÃO FÉLIX DO CORIBE;-13,404218;-44,196873
SÃO FELIPE;-12,845078;-39,084015
SÃO FRANCISCO DO CONDE;-12,629983;-38,675798
SÃO GABRIEL;-11,226707;-41,874269
SÃO GONÇALO DOS CAMPOS;-12,43031;-38,949772
SÃO JOSÉ DA VITÓRIA;-15,078178;-39,338921
SÃO JOSÉ DO JACUÍPE;-11,505326;-40,023656
SÃO MIGUEL DAS MATAS;-13,051733;-39,45578
SÃO SEBASTIÃO DO PASSÉ;-12,512725;-38,49531
SAPEAÇU;-12,735161;-39,194808
SÁTIRO DIAS;-11,600809;-38,591354
SAUBARA;-12,736904;-38,770607
SAÚDE;-10,941105;-40,418551
SEABRA;-12,418763;-41,768201
SEBASTIÃO LARANJEIRAS;-14,574822;-42,944113
SENHOR DO BONFIM;-10,456771;-40,189985
SERRA DO RAMALHO;-13,564466;-43,580731
SENTO SÉ;-9,74038;-41,890997
SERRA DOURADA;-12,762595;-43,952337
SERRA PRETA;-12,159727;-39,332504
SERRINHA;-11,659532;-39,008133
SERROLÂNDIA;-11,416032;-40,299905
SIMÕES FILHO;-12,783941;-38,411519
SÍTIO DO MATO;-13,085793;-43,466441
SÍTIO DO QUINTO;-10,364159;-38,200371
SOBRADINHO;-9,470807;-40,791595
SOUTO SOARES;-12,092596;-41,644248
TABOCAS DO BREJO VELHO;-12,707301;-44,011189
TANHAÇU;-14,025508;-41,254334
TANQUE NOVO;-13,54656;-42,490613
TANQUINHO;-11,971693;-39,100547
TAPEROÁ;-13,530993;-39,100622
TAPIRAMUTÁ;-11,852341;-40,7887
TEIXEIRA DE FREITAS;-17,53775;-39,744518
TEODORO SAMPAIO;-12,301407;-38,641928
TEOFILÂNDIA;-11,482925;-39,005813
TEOLÂNDIA;-13,601106;-39,489386
TERRA NOVA;-12,403092;-38,623102
TREMEDAL;-14,972472;-41,409576
TUCANO;-10,9643;-38,785948
UAUÁ;-9,832654;-39,488064
UBAÍRA;-13,268089;-39,662033
UBAITABA;-14,310436;-39,322547
UBATÃ;-14,211467;-39,522668
UIBAÍ;-11,338115;-42,133796
UMBURANAS;-10,729271;-41,332914
UNA;-15,294208;-39,074713
URANDI;-14,763242;-42,658999
URUÇUCA;-14,592035;-39,283802
UTINGA;-12,083318;-41,095829
VALENÇA;-13,370342;-39,07235
VALENTE;-11,41249;-39,464246
VÁRZEA DA ROÇA;-11,598986;-40,140637
VÁRZEA DO POÇO;-11,52398;-40,318918
VÁRZEA NOVA;-11,257231;-40,945846
VARZEDO;-12,975313;-39,393476
VERA CRUZ;-12,935733;-38,61916
VEREDA;-17,223934;-40,084485
VITÓRIA DA CONQUISTA;-14,848005;-40,83981
WAGNER;-12,284251;-41,169627
WANDERLEY;-12,12015;-43,88893
WENCESLAU GUIMARÃES;-13,688588;-39,479671
XIQUE-XIQUE;-10,824974;-42,725508
ABADIA DOS DOURADOS;-18,487565;-47,396832
ABAETÉ;-19,155848;-45,446191
ABRE CAMPO;-20,301445;-42,48099
ACAIACA;-20,360409;-43,148239
AÇUCENA;-19,076713;-42,546211
ÁGUA BOA;-17,991053;-42,389643
ÁGUA COMPRIDA;-20,059312;-48,108077
AGUANIL;-20,937432;-45,389465
ÁGUAS FORMOSAS;-17,082304;-40,935228
ÁGUAS VERMELHAS;-15,74532;-41,458788
AIMORÉS;-19,49195;-41,073327
AIURUOCA;-21,975897;-44,602824
ALAGOA;-22,171136;-44,638099
ALBERTINA;-22,199764;-46,611603
ALÉM PARAÍBA;-21,876804;-42,695947
ALFENAS;-21,428178;-45,948918
ALFREDO VASCONCELOS;-21,139423;-43,77389
ALMENARA;-16,180616;-40,697651
ALPERCATA;-18,986831;-41,989129
ALPINÓPOLIS;-20,861855;-46,389483
ALTEROSA;-21,25587;-46,145321
ALTO CAPARAÓ;-20,444361;-41,873084
ALTO RIO DOCE;-21,022146;-43,418871
ALVARENGA;-19,41447;-41,726442
ALVINÓPOLIS;-20,114763;-43,066083
ALVORADA DE MINAS;-18,733593;-43,366084
AMPARO DO SERRA;-20,510067;-42,807202
ANDRADAS;-22,072807;-46,575583
CACHOEIRA DE PAJEÚ;-15,965176;-41,49641
ANDRELÂNDIA;-21,736968;-44,317699
ANGELÂNDIA;-17,72779;-42,26645
ANTÔNIO CARLOS;-21,31858;-43,755641
ANTÔNIO DIAS;-19,651467;-42,869545
ANTÔNIO PRADO DE MINAS;-21,018232;-42,109343
ARAÇAÍ;-19,200364;-44,246924
ARACITABA;-21,339269;-43,381556
ARAÇUAÍ;-16,851781;-42,064207
ARAGUARI;-18,64827;-48,191605
ARANTINA;-21,916104;-44,246954
ARAPONGA;-20,665662;-42,526273
ARAPORÃ;-18,441909;-49,190087
ARAPUÁ;-19,033855;-46,154598
ARAÚJOS;-19,946785;-45,166702
ARAXÁ;-19,59133;-46,94001
ARCEBURGO;-21,360181;-46,944354
ARCOS;-20,282563;-45,543632
AREADO;-21,358382;-46,146559
ARGIRITA;-21,607555;-42,836447
ARICANDUVA;-17,867763;-42,559231
ARINOS;-15,921772;-46,107752
ASTOLFO DUTRA;-21,311204;-42,859644
ATALÉIA;-18,04592;-41,110558
AUGUSTO DE LIMA;-18,112548;-44,275219
BAEPENDI;-21,957611;-44,890371
BALDIM;-19,286437;-43,957041
BAMBUÍ;-20,011892;-45,979045
BANDEIRA;-15,884977;-40,558886
BANDEIRA DO SUL;-21,724869;-46,385263
BARÃO DE COCAIS;-19,935847;-43,484882
BARÃO DE MONTE ALTO;-21,247882;-42,239147
BARBACENA;-21,224915;-43,776193
BARRA LONGA;-20,283636;-43,037197
BARROSO;-21,176287;-43,975381
BELA VISTA DE MINAS;-19,825847;-43,096932
BELMIRO BRAGA;-21,950131;-43,415721
BELO HORIZONTE;-19,937524;-43,926453
BELO ORIENTE;-19,224645;-42,487283
BELO VALE;-20,406658;-44,028528
BERILO;-16,950302;-42,461354
BERTÓPOLIS;-17,060963;-40,572246
BERIZAL;-15,610784;-41,746785
BETIM;-19,965379;-44,197551
BIAS FORTES;-21,608747;-43,756575
BICAS;-21,722105;-43,062047
BIQUINHAS;-18,784752;-45,504652
BOA ESPERANÇA;-21,090531;-45,564409
BOCAINA DE MINAS;-22,169608;-44,397306
BOCAIÚVA;-17,112105;-43,814444
BOM DESPACHO;-19,737596;-45,254115
BOM JARDIM DE MINAS;-21,9459;-44,189374
BOM JESUS DA PENHA;-21,017269;-46,523544
BOM JESUS DO AMPARO;-19,704137;-43,473515
BOM JESUS DO GALHO;-19,824472;-42,315727
BOM REPOUSO;-22,476837;-46,147882
BOM SUCESSO;-21,030416;-44,755503
BONFIM;-20,325491;-44,232911
BONFINÓPOLIS DE MINAS;-16,570765;-45,988341
BONITO DE MINAS;-15,323804;-44,758028
BORDA DA MATA;-22,272408;-46,167168
BOTELHOS;-21,651664;-46,395493
BOTUMIRIM;-16,862925;-43,010432
BRASILÂNDIA DE MINAS;-16,998601;-46,015402
BRASÍLIA DE MINAS;-16,205873;-44,427533
BRÁS PIRES;-20,848456;-43,239123
BRAÚNAS;-19,053597;-42,715353
BRASÓPOLIS;-22,47311;-45,615326
BRUMADINHO;-20,144174;-44,200188
BUENO BRANDÃO;-22,436167;-46,353388
BUENÓPOLIS;-17,874256;-44,180788
BUGRE;-19,422213;-42,259457
BURITIS;-15,626505;-46,424041
BURITIZEIRO;-17,359421;-44,955194
CABECEIRA GRANDE;-16,028275;-47,084989
CABO VERDE;-21,469292;-46,399971
CACHOEIRA DA PRATA;-19,526435;-44,441051
CACHOEIRA DE MINAS;-22,353984;-45,782138
CACHOEIRA DOURADA;-18,51269;-49,501734
CAETANÓPOLIS;-19,293713;-44,413037
CAETÉ;-19,887141;-43,664787
CAIANA;-20,696829;-41,922982
CAJURI;-20,788943;-42,79392
CALDAS;-21,923336;-46,387789
CAMACHO;-20,626916;-45,158793
CAMANDUCAIA;-22,756746;-46,146863
CAMBUÍ;-22,611097;-46,058019
CAMBUQUIRA;-21,85541;-45,292521
CAMPANÁRIO;-18,241124;-41,730132
CAMPANHA;-21,835357;-45,398449
CAMPESTRE;-21,711455;-46,248159
CAMPINA VERDE;-19,535456;-49,481169
CAMPO AZUL;-16,504063;-44,811858
CAMPO BELO;-20,895316;-45,275861
CAMPO DO MEIO;-21,109326;-45,830757
CAMPO FLORIDO;-19,765445;-48,573003
CAMPOS ALTOS;-19,698896;-46,17371
CAMPOS GERAIS;-21,238698;-45,756907
CANAÃ;-20,687376;-42,613011
CANÁPOLIS;-18,721664;-49,204054
CANA VERDE;-21,023452;-45,185925
CANDEIAS;-20,77035;-45,276857
CANTAGALO;-18,531718;-42,625727
CAPARAÓ;-20,525588;-41,90719
CAPELA NOVA;-20,916668;-43,612422
CAPELINHA;-17,695385;-42,516075
CAPETINGA;-20,620499;-47,057437
CAPIM BRANCO;-19,545542;-44,133166
CAPINÓPOLIS;-18,682294;-49,574482
CAPITÃO ANDRADE;-19,079024;-41,865097
CAPITÃO ENÉAS;-16,320915;-43,705413
CAPITÓLIO;-20,614664;-46,054514
CAPUTIRA;-20,17089;-42,271988
CARAÍ;-17,192904;-41,698307
CARANAÍBA;-20,870219;-43,739466
CARANDAÍ;-20,954369;-43,805475
CARANGOLA;-20,732551;-42,032225
CARATINGA;-19,789635;-42,143707
CARBONITA;-17,530246;-43,01446
CAREAÇU;-22,038085;-45,687677
CARLOS CHAGAS;-17,703331;-40,7674
CARMÉSIA;-19,087086;-43,14584
CARMO DA CACHOEIRA;-21,46106;-45,224623
CARMO DA MATA;-20,55921;-44,868383
CARMO DE MINAS;-22,118127;-45,132763
CARMO DO CAJURU;-20,186094;-44,771478
CARMO DO PARANAÍBA;-18,997289;-46,314289
CARMO DO RIO CLARO;-20,972997;-46,121965
CARMÓPOLIS DE MINAS;-20,539642;-44,632528
CARNEIRINHO;-19,697326;-50,691427
CARRANCAS;-21,491626;-44,643609
CARVALHÓPOLIS;-21,776073;-45,845639
CARVALHOS;-21,996705;-44,466015
CASA GRANDE;-20,793451;-43,931467
CASCALHO RICO;-18,57859;-47,875999
CÁSSIA;-20,582856;-46,924036
CONCEIÇÃO DA BARRA DE MINAS;-21,131769;-44,477808
CATAGUASES;-21,389248;-42,692085
CATAS ALTAS;-20,074893;-43,414806
CATAS ALTAS DA NORUEGA;-20,687088;-43,505059
CATUJI;-17,301081;-41,523127
CATUTI;-15,357379;-42,963523
CAXAMBU;-21,979312;-44,931499
CEDRO DO ABAETÉ;-19,147168;-45,712195
CENTRAL DE MINAS;-18,757461;-41,310405
CENTRALINA;-18,585386;-49,196283
CHÁCARA;-21,672913;-43,21877
CHALÉ;-20,044253;-41,692207
CHAPADA DO NORTE;-17,086696;-42,540749
CHAPADA GAÚCHA;-15,299809;-45,625584
CHIADOR;-22,003713;-43,059039
CIPOTÂNEA;-20,905536;-43,367977
CLARAVAL;-20,398376;-47,287761
CLARO DOS POÇÕES;-17,077685;-44,20871
CLÁUDIO;-20,444575;-44,768423
COIMBRA;-20,85866;-42,805939
COLUNA;-18,220405;-42,843655
COMENDADOR GOMES;-19,700215;-49,08143
COMERCINHO;-16,296595;-41,791132
CONCEIÇÃO DA APARECIDA;-21,09662;-46,203127
CONCEIÇÃO DAS PEDRAS;-22,161176;-45,453679
CONCEIÇÃO DAS ALAGOAS;-19,923114;-48,381874
CONCEIÇÃO DE IPANEMA;-19,93078;-41,692449
CONCEIÇÃO DO MATO DENTRO;-19,04519;-43,423436
CONCEIÇÃO DO PARÁ;-19,749056;-44,895876
CONCEIÇÃO DO RIO VERDE;-21,877666;-45,083769
CONCEIÇÃO DOS OUROS;-22,417475;-45,796327
CÔNEGO MARINHO;-15,29627;-44,415155
CONFINS;-19,629948;-43,995596
CONGONHAL;-22,152561;-46,053662
CONGONHAS;-20,504643;-43,856893
CONGONHAS DO NORTE;-18,816452;-43,687632
CONQUISTA;-19,936931;-47,543283
CONSELHEIRO LAFAIETE;-20,660852;-43,788445
CONSELHEIRO PENA;-19,175623;-41,471974
CONSOLAÇÃO;-22,550465;-45,922251
CONTAGEM;-19,943446;-44,066345
COQUEIRAL;-21,186575;-45,440806
CORAÇÃO DE JESUS;-16,689323;-44,358495
CORDISBURGO;-19,128533;-44,322067
CORDISLÂNDIA;-21,791208;-45,70053
CORINTO;-18,363516;-44,456226
COROACI;-18,618084;-42,283028
COROMANDEL;-18,473851;-47,201548
CORONEL FABRICIANO;-19,525053;-42,624347
CORONEL MURTA;-16,610268;-42,184804
CORONEL PACHECO;-21,576415;-43,268858
CORONEL XAVIER CHAVES;-21,024595;-44,228624
CÓRREGO DANTA;-19,82641;-45,898471
CÓRREGO DO BOM JESUS;-22,629922;-46,017909
CÓRREGO FUNDO;-20,455525;-45,553395
CÓRREGO NOVO;-19,834785;-42,400138
COUTO DE MAGALHÃES DE MINAS;-18,072059;-43,475349
CRISÓLITA;-17,237534;-40,914895
CRISTAIS;-20,875233;-45,518504
CRISTÁLIA;-16,712634;-42,859551
CRISTIANO OTONI;-20,840852;-43,797836
CRISTINA;-22,208321;-45,262809
CRUCILÂNDIA;-20,393292;-44,337837
CRUZEIRO DA FORTALEZA;-18,938647;-46,673393
CRUZÍLIA;-21,838951;-44,811023
CUPARAQUE;-18,966642;-41,103126
CURRAL DE DENTRO;-15,939327;-41,85598
CURVELO;-18,755481;-44,428399
DATAS;-18,453303;-43,656715
DELFIM MOREIRA;-22,502009;-45,272596
DELFINÓPOLIS;-20,345846;-46,85818
DELTA;-19,977473;-47,772971
DESCOBERTO;-21,460204;-42,972069
DESTERRO DE ENTRE RIOS;-20,654631;-44,343666
DESTERRO DO MELO;-21,147179;-43,5196
DIAMANTINA;-18,242093;-43,594457
DIOGO DE VASCONCELOS;-20,487506;-43,196577
DIONÍSIO;-19,843997;-42,782368
DIVINÉSIA;-20,99001;-43,011081
DIVINO;-20,612977;-42,147739
DIVINO DAS LARANJEIRAS;-18,773128;-41,483254
DIVINOLÂNDIA DE MINAS;-18,80526;-42,62182
DIVINÓPOLIS;-20,142074;-44,893886
DIVISA ALEGRE;-15,72394;-41,340024
DIVISA NOVA;-21,517264;-46,202941
DIVISÓPOLIS;-15,724635;-41,002582
DOM BOSCO;-16,65075;-46,27145
DOM CAVATI;-19,379163;-42,110324
DOM JOAQUIM;-18,96455;-43,261348
DOM SILVÉRIO;-20,162205;-42,970873
DOM VIÇOSO;-22,253674;-45,159169
DONA EUSÉBIA;-21,323875;-42,806934
DORES DE CAMPOS;-21,104088;-44,023047
DORES DE GUANHÃES;-19,054262;-42,926722
DORES DO INDAIÁ;-19,461629;-45,602656
DORES DO TURVO;-20,981273;-43,195195
DORESÓPOLIS;-20,288451;-45,905197
DOURADOQUARA;-18,433834;-47,611975
DURANDÉ;-20,207239;-41,794262
ELÓI MENDES;-21,609313;-45,566434
ENGENHEIRO CALDAS;-19,198103;-42,049842
ENGENHEIRO NAVARRO;-17,287753;-43,949415
ENTRE FOLHAS;-19,627783;-42,23236
ENTRE RIOS DE MINAS;-20,671357;-44,067082
ERVÁLIA;-20,833507;-42,659367
ESMERALDAS;-19,759201;-44,314807
ESPERA FELIZ;-20,643708;-41,913935
ESPINOSA;-14,925272;-42,812982
ESPÍRITO SANTO DO DOURADO;-22,047514;-45,954013
ESTIVA;-22,463045;-46,016352
ESTRELA DALVA;-21,742285;-42,458371
ESTRELA DO INDAIÁ;-19,520238;-45,792433
ESTRELA DO SUL;-18,741293;-47,688975
EUGENÓPOLIS;-21,097223;-42,192277
EWBANK DA CÂMARA;-21,541636;-43,507591
EXTREMA;-22,85819;-46,322162
FAMA;-21,405762;-45,832312
FARIA LEMOS;-20,801745;-42,013846
FELÍCIO DOS SANTOS;-18,077563;-43,245171
SÃO GONÇALO DO RIO PRETO;-18,006394;-43,384544
FELISBURGO;-16,638333;-40,75857
FELIXLÂNDIA;-18,754357;-44,896587
FERNANDES TOURINHO;-19,151001;-42,080978
FERROS;-19,23642;-43,019714
FERVEDOURO;-20,732776;-42,278181
FLORESTAL;-19,894518;-44,430116
FORMIGA;-20,464884;-45,426428
FORMOSO;-14,951743;-46,23998
FORTALEZA DE MINAS;-20,848493;-46,712643
FORTUNA DE MINAS;-19,563901;-44,443397
FRANCISCO BADARÓ;-16,990691;-42,349773
FRANCISCO DUMONT;-17,319949;-44,234207
FRANCISCO SÁ;-16,475681;-43,488735
FRANCISCÓPOLIS;-17,959044;-42,007313
FREI GASPAR;-18,071185;-41,429421
FREI INOCÊNCIO;-18,56179;-41,901217
FREI LAGONEGRO;-18,165081;-42,765295
FRONTEIRA;-20,288301;-49,204282
FRONTEIRA DOS VALES;-16,892015;-40,925079
FRUTA DE LEITE;-16,116418;-42,532222
FRUTAL;-20,025898;-48,939154
FUNILÂNDIA;-19,369987;-44,063086
GALILÉIA;-19,005474;-41,536197
GAMELEIRAS;-15,076822;-43,119481
GLAUCILÂNDIA;-16,850219;-43,696406
GOIABEIRA;-18,981713;-41,222822
GOIANÁ;-21,532418;-43,191482
GONÇALVES;-22,657619;-45,856592
GONZAGA;-18,824825;-42,477224
GOUVEIA;-18,442973;-43,733987
GOVERNADOR VALADARES;-18,852882;-41,947081
GRÃO MOGOL;-16,566495;-42,888013
GRUPIARA;-18,493024;-47,724798
GUANHÃES;-18,777151;-42,937049
GUAPÉ;-20,756725;-45,918384
GUARACIABA;-20,571704;-43,011282
GUARACIAMA;-17,011527;-43,668778
GUARANÉSIA;-21,30556;-46,795491
GUARANI;-21,362669;-43,046457
GUARARÁ;-21,73272;-43,038952
GUARDA-MOR;-17,7713;-47,101076
GUAXUPÉ;-21,303781;-46,713537
GUIDOVAL;-21,144239;-42,800817
GUIMARÂNIA;-18,838019;-46,797265
GUIRICEMA;-21,010673;-42,718812
GURINHATÃ;-19,213748;-49,786273
HELIODORA;-22,064744;-45,544577
IAPU;-19,440272;-42,214693
IBERTIOGA;-21,429472;-43,968124
IBIÁ;-19,475112;-46,538611
IBIAÍ;-16,859872;-44,914107
